Independent Variable - Plot	Dependent Variable - Plot
0	0
1	6.67E-08
2	2.67E-07
3	6.01E-07
4	1.07E-06
5	1.67E-06
6	2.40E-06
7	3.27E-06
8	4.27E-06
9	5.40E-06
10	6.67E-06
11	8.07E-06
12	9.61E-06
13	1.13E-05
14	1.31E-05
15	1.50E-05
16	1.71E-05
17	1.93E-05
18	2.16E-05
19	2.41E-05
20	2.67E-05
21	2.94E-05
22	3.23E-05
23	3.53E-05
24	3.84E-05
25	4.17E-05
26	4.51E-05
27	4.86E-05
28	5.23E-05
29	5.61E-05
30	6.01E-05
31	6.41E-05
32	6.83E-05
33	7.27E-05
34	7.71E-05
35	8.17E-05
36	8.65E-05
37	9.13E-05
38	9.64E-05
39	0.000101492
40	0.000106763
41	0.000112168
42	0.000117706
43	0.000123378
44	0.000129183
45	0.000135122
46	0.000141194
47	0.0001474
48	0.000153739
49	0.000160211
50	0.000166817
51	0.000173557
52	0.00018043
53	0.000187436
54	0.000194576
55	0.000201849
56	0.000209256
57	0.000216796
58	0.000224469
59	0.000232276
60	0.000240217
61	0.000248291
62	0.000256498
63	0.000264839
64	0.000273313
65	0.000281921
66	0.000290662
67	0.000299537
68	0.000308545
69	0.000317687
70	0.000326962
71	0.00033637
72	0.000345912
73	0.000355588
74	0.000365397
75	0.000375339
76	0.000385415
77	0.000395624
78	0.000405967
79	0.000416443
80	0.000427052
81	0.000437795
82	0.000448672
83	0.000459682
84	0.000470825
85	0.000482102
86	0.000493512
87	0.000505056
88	0.000516733
89	0.000528544
90	0.000540488
91	0.000552566
92	0.000564777
93	0.000577121
94	0.000589599
95	0.00060221
96	0.000614955
97	0.000627834
98	0.000640845
99	0.000653991
100	0.000667269
101	0.000680681
102	0.000694227
103	0.000707906
104	0.000721718
105	0.000735664
106	0.000749744
107	0.000763956
108	0.000778303
109	0.000792783
110	0.000807396
111	0.000822142
112	0.000837022
113	0.000852036
114	0.000867183
115	0.000882463
116	0.000897877
117	0.000913425
118	0.000929106
119	0.00094492
120	0.000960868
121	0.000976949
122	0.000993163
123	0.00100951
124	0.00102599
125	0.00104261
126	0.00105936
127	0.00107624
128	0.00109325
129	0.0011104
130	0.00112768
131	0.0011451
132	0.00116265
133	0.00118033
134	0.00119815
135	0.0012161
136	0.00123418
137	0.0012524
138	0.00127075
139	0.00128923
140	0.00130785
141	0.0013266
142	0.00134548
143	0.0013645
144	0.00138365
145	0.00140293
146	0.00142235
147	0.0014419
148	0.00146159
149	0.0014814
150	0.00150136
151	0.00152144
152	0.00154166
153	0.00156201
154	0.0015825
155	0.00160311
156	0.00162387
157	0.00164475
158	0.00166577
159	0.00168692
160	0.00170821
161	0.00172963
162	0.00175118
163	0.00177287
164	0.00179469
165	0.00181664
